Date,kW,KWh,wind_speed
2018-04-01 00:00:00,1121.166992,986.5997761,6.934106827
2018-04-01 00:10:00,1183.020996,1085.577233,7.151297092
2018-04-01 00:20:00,932.3084106,834.3322217,6.571721077
2018-04-01 00:30:00,989.5076904,911.3914755,6.759712219
2018-04-01 00:40:00,750.5510254,773.0743738,6.414824963
2018-04-01 00:50:00,825.7661743,815.1962332,6.523455143
2018-04-01 01:00:00,1116.487061,1044.579697,7.062949181
2018-04-01 01:10:00,986.7598877,883.5576994,6.692947865
2018-04-01 01:20:00,1018.14502,932.3551445,6.809185982
2018-04-01 01:30:00,659.1777954,656.9602747,6.096306801
2018-04-01 01:40:00,729.4874268,673.1894828,6.142684937
2018-04-01 01:50:00,864.5026245,779.022258,6.430369854
2018-04-01 02:00:00,1342.239014,1277.729355,7.538290977
2018-04-01 02:10:00,1279.098022,1188.27897,7.363255978
2018-04-01 02:20:00,1351.391968,1237.646646,7.46066618
2018-04-01 02:30:00,1039.727051,1030.349722,7.031758785
2018-04-01 02:40:00,876.0166016,960.6072518,6.874794006
2018-04-01 02:50:00,754.0079956,746.7335706,6.345135212
2018-04-01 03:00:00,1122.334961,1101.653759,7.185342789
2018-04-01 03:10:00,907.7965698,859.9864071,6.635414124
2018-04-01 03:20:00,1009.737,983.5802763,6.927267075
2018-04-01 03:30:00,1806.98999,1726.419178,8.333586693
2018-04-01 03:40:00,2374.843994,2465.780065,9.532950401
2018-04-01 03:50:00,1779.208984,1782.575933,8.42602253
2018-04-01 04:00:00,1334.980957,1254.910872,7.494080067
2018-04-01 04:10:00,1562.947021,1535.679929,8.009915352
2018-04-01 04:20:00,1562.116943,1498.388472,7.944521904
2018-04-01 04:30:00,1464.977051,1378.329691,7.72806406
2018-04-01 04:40:00,1312.358032,1238.475456,7.462277889
2018-04-01 04:50:00,767.0369873,775.1153796,6.420166969
2018-04-01 05:00:00,283.2593079,276.5245875,4.7484622
2018-04-01 05:10:00,687.1071777,716.8074668,6.264211178
2018-04-01 05:20:00,465.7536011,469.2545248,5.50088501
2018-04-01 05:30:00,355.6220093,405.760119,5.27207613
2018-04-01 05:40:00,467.8251953,529.0010043,5.701906204
2018-04-01 05:50:00,865.3469849,837.3348199,6.579235077
2018-04-01 06:00:00,1512.972046,1351.561187,7.678398132
2018-04-01 06:10:00,1491.698975,1470.901705,7.89579916
2018-04-01 06:20:00,2004.44104,2121.355873,8.964849472
2018-04-01 06:30:00,1581.483032,1577.962305,8.083142281
2018-04-01 06:40:00,1431.620972,1417.519324,7.799798965
2018-04-01 06:50:00,1523.792969,1517.596799,7.978303909
2018-04-01 07:00:00,1693.270996,1620.257833,8.155491829
2018-04-01 07:10:00,1775.037964,1675.437185,8.248645782
2018-04-01 07:20:00,1875.410034,1825.433662,8.495847702
2018-04-01 07:30:00,1558.057983,1508.211169,7.96182394
2018-04-01 07:40:00,1811.088989,1737.573598,8.35203743
2018-04-01 07:50:00,1686.125977,1608.367728,8.135239601
2018-04-01 08:00:00,2362.262939,2516.478296,9.599003792
2018-04-01 08:10:00,2000.86499,2132.426304,8.982050896
2018-04-01 08:20:00,1169.964966,1149.461729,7.2846632
2018-04-01 08:30:00,1309.223999,1269.040544,7.521474838
2018-04-01 08:40:00,759.0145264,699.0669586,6.215313911
2018-04-01 08:50:00,498.1903076,469.2917094,5.501014233
2018-04-01 09:00:00,332.4820862,362.6279759,5.106607914
2018-04-01 09:10:00,253.5845032,254.4003993,4.649808884
2018-04-01 09:20:00,180.4122925,195.8669199,4.374350071
2018-04-01 09:30:00,258.3656921,296.0476529,4.833168983
2018-04-01 09:40:00,133.0052948,313.5912843,4.907478809
2018-04-01 12:40:00,0.0,0.0,2.888112068
2018-04-01 12:50:00,0.0,0.0,2.386636019
2018-04-01 13:00:00,0.0,0.0,2.476815939
2018-04-01 13:10:00,0.0,0.0,1.77384305
2018-04-01 13:20:00,0.0,0.0,2.48486495
2018-04-01 13:30:00,0.0,0.0,2.764512062
2018-04-01 13:40:00,0.0,0.0,2.5070889
2018-04-01 13:50:00,0.0,45.74272546,3.441704035
2018-04-01 14:00:00,0.0,0.0,2.484878063
2018-04-01 14:10:00,0.0,0.0,2.436743021
2018-04-01 14:20:00,0.0,0.0,2.359375954
2018-04-01 14:30:00,0.0,16.71339969,3.021173
2018-04-01 14:40:00,0.0,41.15246635,3.395319939
2018-04-01 14:50:00,0.0,42.91145285,3.413508892
2018-04-01 15:00:00,0.0,376.3091657,5.160031796
2018-04-01 15:10:00,0.0,376.6813732,5.161472797
2018-04-01 15:20:00,0.0,444.8721366,5.414981842
2018-04-01 15:30:00,0.0,919.3695705,6.778621197
2018-04-01 15:40:00,0.0,208.7606108,4.436894894
2018-04-01 15:50:00,210.7194977,339.4254412,5.013915062
2018-04-01 16:00:00,338.6500854,406.3577312,5.274309158
2018-04-01 16:10:00,518.5518188,596.8819872,5.915596962
2018-04-01 16:20:00,504.067688,578.1937936,5.858211994
2018-04-01 16:30:00,446.7330017,513.468126,5.650877953
2018-04-01 16:40:00,705.7045288,748.4708008,6.349774837
2018-04-01 16:50:00,795.3168945,860.4009723,6.636434078
2018-04-01 17:00:00,1012.676025,1020.608833,7.010248184
2018-04-01 17:10:00,1240.823975,1288.599129,7.559226036
2018-04-01 17:20:00,1282.074951,1208.758132,7.404004097
2018-04-01 17:30:00,941.5869141,928.6616421,6.80051899
2018-04-01 17:40:00,590.8366699,567.653659,5.82537508
2018-04-01 17:50:00,650.5629272,651.3438616,6.080101967
2018-04-01 18:00:00,871.5112305,838.6177863,6.582440853
2018-04-01 18:10:00,914.1212158,863.1557364,6.643204212
2018-04-01 18:20:00,835.84198,746.8192169,6.345364094
2018-04-01 18:30:00,624.9906006,638.4379438,6.042553902
2018-04-01 18:40:00,591.9558716,546.2595924,5.757640839
2018-04-01 18:50:00,509.3490906,526.6539705,5.694249153
2018-04-01 19:00:00,1190.81604,1047.201966,7.068666935
2018-04-01 19:10:00,963.7324829,862.482569,6.641551018
2018-04-01 19:20:00,980.9760742,882.4084228,6.690164089
2018-04-01 19:30:00,777.8479004,753.5623423,6.36333704
2018-04-01 19:40:00,980.223877,940.1524784,6.827414036
2018-04-01 19:50:00,962.4301758,893.2415095,6.71631813
2018-04-01 20:00:00,462.7698975,444.919796,5.415152073
2018-04-01 20:10:00,1139.240967,995.1545635,6.953413963
2018-04-01 20:20:00,1418.631958,1218.765432,7.42373991
2018-04-01 20:30:00,1716.139038,1755.404476,8.381437302
2018-04-01 20:40:00,1312.791016,1254.389015,7.493074894
2018-04-01 20:50:00,1222.020996,1196.860929,7.380391121
2018-04-01 21:00:00,703.7221069,709.6956846,6.244694233
2018-04-01 21:10:00,470.8012085,467.1059234,5.493409157
2018-04-01 21:20:00,387.34021,367.0928112,5.124141216
2018-04-01 21:30:00,402.4747925,409.242485,5.285066128
2018-04-01 21:40:00,460.2911987,480.5208029,5.539794922
2018-04-01 21:50:00,619.8723755,629.2911153,6.015673161
2018-04-01 22:00:00,470.2001038,497.3508864,5.59703207
2018-04-01 22:10:00,691.0140991,721.6050696,6.277314186
2018-04-01 22:20:00,826.9951782,803.3932558,6.49335289
2018-04-01 22:30:00,892.4243774,922.7448934,6.786591053
2018-04-01 22:40:00,907.1884155,913.3662189,6.764401913
2018-04-01 22:50:00,545.2653198,536.095229,5.724936962
2018-04-01 23:00:00,688.8358154,707.326293,6.238166809
2018-04-01 23:10:00,591.9088745,606.7245764,5.945401192
2018-04-01 23:20:00,660.6942749,683.651641,6.17223978
2018-04-01 23:30:00,747.4074707,749.1615205,6.351617813
2018-04-01 23:40:00,1174.243042,1093.909493,7.168983936
2018-04-01 23:50:00,873.4810181,857.4721041,6.629221916
2018-05-01 00:00:00,845.2050171,827.511985,6.55459404
2018-05-01 00:10:00,837.0637207,765.5427556,6.395040989
2018-05-01 00:20:00,949.4943237,927.2075123,6.797101021
2018-05-01 00:30:00,1045.36499,980.5831564,6.920464993
2018-05-01 00:40:00,791.0836182,721.977722,6.278329849
2018-05-01 00:50:00,994.7495728,879.3775226,6.682812214
2018-05-01 01:00:00,933.4232178,895.2150304,6.721062183
2018-05-01 01:10:00,1049.432983,1076.439327,7.131796837
2018-05-01 01:20:00,671.7241211,675.2752484,6.148598194
2018-05-01 01:30:00,966.8311768,969.8939666,6.896099091
2018-05-01 01:40:00,982.2590942,983.1515252,6.926294804
2018-05-01 01:50:00,825.6619263,832.8293134,6.567954063
2018-05-01 02:00:00,723.1392212,767.0202867,6.398931026
2018-05-01 02:10:00,418.6412048,453.7702746,5.446605206
2018-05-01 02:20:00,327.2762146,363.1576895,5.108693123
2018-05-01 02:30:00,388.316803,395.2422704,5.232514858
2018-05-01 02:40:00,167.2218018,169.6759343,4.243929863
2018-05-01 02:50:00,137.2467957,148.8807431,4.137093067
2018-05-01 03:00:00,130.7671051,153.4730055,4.160939217
2018-05-01 03:10:00,117.8118973,146.3914796,4.124106884
2018-05-01 03:20:00,111.3429031,146.7651643,4.126059055
2018-05-01 03:30:00,114.2955017,161.9741682,4.204703808
2018-05-01 03:40:00,143.7870941,191.9770866,4.355268002
2018-05-01 03:50:00,88.93582916,118.99911,3.952167034
2018-05-01 04:00:00,183.6699982,208.1806792,4.434104919
2018-05-01 04:10:00,82.14437866,74.47647719,3.678040981
2018-05-01 04:20:00,139.9472046,134.8987308,4.063600063
2018-05-01 04:30:00,434.5010986,465.6863498,5.488460064
2018-05-01 04:40:00,474.0610962,505.9375911,5.625834942
2018-05-01 04:50:00,415.1499939,439.1538423,5.394489765
2018-05-01 05:00:00,435.0263977,456.7899831,5.4572649
2018-05-01 05:10:00,402.3875122,454.9870522,5.450904846
2018-05-01 05:20:00,257.2170105,280.1054557,4.76416111
2018-05-01 05:30:00,137.417099,142.0168107,4.101181984
2018-05-01 05:40:00,102.3587036,116.9729377,3.941123009
2018-05-01 05:50:00,92.7376709,105.7487951,3.87789607
2018-05-01 06:00:00,78.11549377,98.81755605,3.836927891
2018-05-01 06:10:00,110.3116989,147.6328107,4.130588055
2018-05-01 06:20:00,102.552803,138.371917,4.081981182
2018-05-01 06:30:00,77.85061646,99.32084475,3.839956999
2018-05-01 06:40:00,81.45278168,123.4149463,3.975877047
2018-05-01 06:50:00,66.64151001,96.14447672,3.820688963
2018-05-01 07:00:00,90.01490784,124.2930366,3.98053503
2018-05-01 07:10:00,112.0342026,149.9838297,4.142834187
2018-05-01 07:20:00,82.11415863,114.8054178,3.929188967
2018-05-01 07:30:00,13.93430996,27.41325761,3.227394104
2018-05-01 07:40:00,0.0,0.0,2.693974972
2018-05-01 07:50:00,0.0,86.64893432,3.76078701
2018-05-01 08:00:00,55.44535065,82.71048743,3.734816074
2018-05-01 08:10:00,22.78053093,33.62457425,3.310203075
2018-05-01 08:20:00,4.355070114,0.0,2.853812933
2018-05-01 08:30:00,0.0,0.0,2.664561987
2018-05-01 08:40:00,0.0,22.05681442,3.140161991
2018-05-01 08:50:00,0.0,0.0,2.632610083
2018-05-01 09:00:00,0.0,0.0,1.738193035
2018-05-01 09:10:00,0.0,0.0,1.935835004
2018-05-01 09:20:00,0.0,0.0,1.757176995
2018-05-01 09:30:00,0.0,0.0,1.542072058
2018-05-01 09:40:00,0.0,0.0,1.623093009
2018-05-01 09:50:00,0.0,0.0,2.062084913
2018-05-01 10:00:00,0.0,0.0,2.059083939
2018-05-01 10:10:00,0.0,0.0,2.153846025
2018-05-01 10:20:00,0.0,0.0,2.047363997
2018-05-01 10:30:00,0.0,0.0,1.635233045
2018-05-01 10:40:00,0.0,0.0,0.838681579
2018-05-01 10:50:00,0.0,0.0,1.287089944
2018-05-01 11:00:00,0.0,0.0,1.370728016
2018-05-01 11:10:00,0.0,0.0,2.464360952
2018-05-01 11:20:00,0.0,18.5219337,3.067440033
2018-05-01 11:30:00,0.0,0.0,2.977355957
