Date,kW,KWh,wind_speed
2018-10-01 00:00:00,472.5159912,496.3439589,5.59363699
2018-10-01 00:10:00,492.1124878,609.354587,5.953317165
2018-10-01 00:20:00,270.4773865,276.3222432,4.747572899
2018-10-01 00:30:00,355.2250061,401.3176706,5.255426884
2018-10-01 00:40:00,288.4397888,304.9611002,4.871133804
2018-10-01 00:50:00,429.365387,450.9210359,5.436513901
2018-10-01 01:00:00,281.8738098,268.9445202,4.714985847
2018-10-01 01:10:00,260.0133972,322.9206654,4.946319103
2018-10-01 01:20:00,194.195694,226.7180254,4.522221088
2018-10-01 01:30:00,130.5039978,163.6425044,4.213234901
2018-10-01 01:40:00,8.394179344,0.0,2.70459795
2018-10-01 01:50:00,0.0,0.0,2.47755003
2018-10-01 02:00:00,0.0,0.0,1.470070004
2018-10-01 02:10:00,0.0,16.28672895,3.008768082
2018-10-01 02:20:00,210.1694946,243.3649723,4.599510193
2018-10-01 02:30:00,10.63984013,0.0,2.579374075
2018-10-01 02:40:00,0.0,0.0,1.973911047
2018-10-01 02:50:00,0.0,0.0,2.772330046
2018-10-01 03:00:00,0.0,31.03843519,3.277472973
2018-10-01 03:10:00,0.0,45.70166239,3.441303968
2018-10-01 03:20:00,0.0,0.0,2.619735956
2018-10-01 03:30:00,0.0,0.0,2.055049896
2018-10-01 03:40:00,0.0,0.0,1.622059941
2018-10-01 03:50:00,0.0,0.0,2.392349005
2018-10-01 04:00:00,0.0,0.0,1.633476019
2018-10-01 04:10:00,0.0,0.0,1.30629003
2018-10-01 04:20:00,0.0,0.0,1.537354946
2018-10-01 04:30:00,0.0,0.0,1.978963017
2018-10-01 04:40:00,0.0,0.0,1.180513978
2018-10-01 04:50:00,0.0,0.0,1.382282972
2018-10-01 05:00:00,0.0,0.0,1.337169051
2018-10-01 05:10:00,0.0,0.0,1.225813031
2018-10-01 05:20:00,0.0,0.0,2.819976091
2018-10-01 05:30:00,0.0,0.0,2.52601409
2018-10-01 05:40:00,0.0,0.0,1.761003971
2018-10-01 05:50:00,0.0,0.0,1.601286054
2018-10-01 06:00:00,0.0,0.0,1.281996012
2018-10-01 06:10:00,0.0,0.0,2.607383966
2018-10-01 06:20:00,0.0,0.0,2.07774806
2018-10-01 06:30:00,0.0,0.0,1.593368053
2018-10-01 06:40:00,0.0,0.0,1.266352057
2018-10-01 06:50:00,0.0,0.0,0.447999805
2018-10-01 07:00:00,0.0,0.0,0.878756702
2018-10-01 07:10:00,0.0,0.0,0.477733105
2018-10-01 07:20:00,0.0,0.0,0.405237913
2018-10-01 07:30:00,0.0,0.0,0.634839892
2018-10-01 07:40:00,0.0,0.0,1.262616038
2018-10-01 07:50:00,0.0,0.0,2.572881937
2018-10-01 08:00:00,0.0,0.0,2.368648052
2018-10-01 08:10:00,0.0,0.0,1.738826036
2018-10-01 08:20:00,0.0,0.0,1.493824005
2018-10-01 08:30:00,0.0,0.0,2.194616079
2018-10-01 08:40:00,0.0,0.0,1.156960964
2018-10-01 08:50:00,0.0,0.0,1.071895003
2018-10-01 09:00:00,0.0,0.0,1.243163943
2018-10-01 09:10:00,0.0,0.0,0.7839095
2018-10-01 09:20:00,0.0,0.0,1.031088948
2018-10-01 09:30:00,0.0,0.0,1.63132596
2018-10-01 09:40:00,0.0,0.0,1.083798051
2018-10-01 09:50:00,0.0,0.0,1.875848055
2018-10-01 10:00:00,0.0,0.0,1.524209976
2018-10-01 10:10:00,0.0,0.0,1.340621948
2018-10-01 10:20:00,0.0,0.0,0.852388978
2018-10-01 10:30:00,0.0,0.0,2.054236889
2018-10-01 10:40:00,0.0,0.0,2.467195034
2018-10-01 10:50:00,0.0,0.0,1.805582047
2018-10-01 11:00:00,0.0,0.0,1.796159029
2018-10-01 11:10:00,0.0,0.0,2.150357008
2018-10-01 11:20:00,0.0,0.0,2.298122883
2018-10-01 11:30:00,0.0,0.0,2.62351203
2018-10-01 11:40:00,0.0,0.0,1.43571198
2018-10-01 11:50:00,0.0,0.0,1.020941019
2018-10-01 12:00:00,0.0,0.0,1.131065965
2018-10-01 12:10:00,0.0,0.0,1.027892947
2018-10-01 12:20:00,0.0,0.0,1.705418944
2018-10-01 12:30:00,0.0,0.0,1.018921018
2018-10-01 12:40:00,0.0,0.0,1.236291051
2018-10-01 12:50:00,0.0,0.0,1.03647697
2018-10-01 13:00:00,0.0,0.0,1.78085804
2018-10-01 13:10:00,0.0,0.0,2.32819891
2018-10-01 13:20:00,0.0,0.0,1.756569982
2018-10-01 13:30:00,0.0,0.0,1.92516005
2018-10-01 13:40:00,0.0,45.46732647,3.439016104
2018-10-01 13:50:00,0.0,17.16525291,3.033592939
2018-10-01 14:00:00,0.0,55.30966786,3.528951883
2018-10-01 14:10:00,189.759201,303.433166,4.864656925
2018-10-01 14:20:00,178.2068024,177.3196481,4.282464981
2018-10-01 14:30:00,31.8864994,0.0,2.988169909
2018-10-01 14:40:00,0.0,0.0,1.798933029
2018-10-01 14:50:00,0.0,0.0,1.840474963
2018-10-01 15:00:00,0.0,0.0,2.212565899
2018-10-01 15:10:00,0.0,0.0,2.692303896
2018-10-01 15:20:00,22.00214958,162.8946493,4.209413052
2018-10-01 15:30:00,49.22541046,17.87665033,3.05190897
2018-10-01 15:40:00,0.0,0.0,0.864522576
2018-10-01 15:50:00,0.0,0.0,0.76860559
2018-10-01 16:00:00,49.84772873,56.60999975,3.54001689
2018-10-01 16:10:00,569.6486816,521.4486924,5.677199841
2018-10-01 16:20:00,812.0880127,856.4404274,6.62667799
2018-10-01 16:30:00,1248.901978,1462.613321,7.881015778
2018-10-01 16:40:00,1001.09198,1193.518554,7.373727798
2018-10-01 16:50:00,870.8120728,988.5648066,6.938550949
2018-10-01 17:00:00,1065.642944,1224.520579,7.43503809
2018-10-01 17:10:00,999.538208,1179.864843,7.346372128
2018-10-01 17:20:00,1090.782959,1170.134647,7.326743126
2018-10-01 17:30:00,1114.883057,1293.290304,7.568226814
2018-10-01 17:40:00,977.6099854,1194.528184,7.375741959
2018-10-01 17:50:00,713.2998047,847.3215728,6.604113102
2018-10-01 18:00:00,940.6273193,1142.248473,7.269858837
2018-10-01 18:10:00,1214.921021,1338.39242,7.653754234
2018-10-01 18:20:00,1114.912964,1251.445237,7.487399101
2018-10-01 18:30:00,1027.079956,1163.307356,7.312902927
2018-10-01 18:40:00,679.6071167,773.8909111,6.4169631
2018-10-01 18:50:00,836.7719727,952.5780992,6.85627079
2018-10-01 19:00:00,893.1500244,1079.999509,7.139407158
2018-10-01 19:10:00,901.9882202,1064.338099,7.10580492
2018-10-01 19:20:00,1060.123047,1228.802605,7.443419933
2018-10-01 19:30:00,779.2860718,886.0291772,6.698926926
2018-10-01 19:40:00,703.4691162,757.0215224,6.372520924
2018-10-01 19:50:00,269.2567139,297.3431572,4.838714123
2018-10-01 20:00:00,25.31525993,19.07571417,3.080082893
2018-10-01 20:10:00,137.5820007,190.3355056,4.347185135
2018-10-01 20:20:00,102.8774033,137.2069776,4.075825214
2018-10-01 20:30:00,0.0,0.0,2.508088112
2018-10-01 20:40:00,0.0,62.40356028,3.587429047
2018-10-01 20:50:00,34.64329147,0.0,2.948153019
2018-10-01 21:00:00,9.358477592,35.66599332,3.334625959
2018-10-01 21:10:00,-0.038066749,28.90639134,3.248697996
2018-10-01 21:20:00,76.41145325,297.0256805,4.837356091
2018-10-01 21:30:00,165.3368988,203.0460359,4.409307957
2018-10-01 21:40:00,6.219003201,0.0,2.59731698
2018-10-01 21:50:00,0.0,0.0,1.803915977
2018-10-01 22:00:00,0.0,25.98129537,3.205914021
2018-10-01 22:10:00,178.4515076,221.7969585,4.499042034
2018-10-01 22:20:00,343.1393127,409.7068248,5.286794186
2018-10-01 22:30:00,435.1068115,554.8246509,5.784934998
2018-10-01 22:40:00,406.9784851,484.4808014,5.553357124
2018-10-01 22:50:00,448.7044983,538.6160934,5.73307991
2018-10-01 23:00:00,800.6533203,991.5283739,6.945242882
2018-10-01 23:10:00,655.5134888,693.7131984,6.200417042
2018-10-01 23:20:00,1025.270996,1131.567291,7.247819901
2018-10-01 23:30:00,1425.744995,1483.349584,7.917921066
2018-10-01 23:40:00,1472.78894,1587.004881,8.098683357
2018-10-01 23:50:00,909.2086792,918.0899935,6.775595188
2018-11-01 00:00:00,968.4990845,1003.067649,6.971179962
2018-11-01 00:10:00,1085.182007,1178.228577,7.34307909
2018-11-01 00:20:00,1240.958008,1314.683946,7.609018803
2018-11-01 00:30:00,1101.729004,1157.819641,7.301737785
2018-11-01 00:40:00,874.7224731,1000.021808,6.964352131
2018-11-01 00:50:00,842.2092896,1106.599561,7.195750237
2018-11-01 01:00:00,917.7385254,1225.955428,7.437849045
2018-11-01 01:10:00,849.1314087,1167.150779,7.320701122
2018-11-01 01:20:00,654.7645264,940.7885919,6.828896999
2018-11-01 01:30:00,847.4359131,1088.699926,7.157936096
